location,area_m2,bedrooms,bathrooms,floors,frontage,price_million_vnd
"Quận 9, Hồ Chí Minh",58.0,4.0,3.0,5.0,0,6550.0
"Ba Đình, Hà Nội",32.0,3.0,4.0,6.0,1,7900.0
"Quận 8, Hồ Chí Minh",88.0,5.0,4.0,5.0,1,10700.0
"Quận 12, Hồ Chí Minh",80.0,4.0,5.0,6.0,0,6790.0
"Long Biên, Hà Nội",55.0,3.0,3.0,6.0,0,6700.0
"Phú Nhuận, Hồ Chí Minh",100.0,4.0,4.0,3.0,1,18000.0
"Thanh Khê, Đà Nẵng",50.0,4.0,3.0,5.0,0,5000.0
"Sơn Trà, Đà Nẵng",86.0,10.0,10.0,6.0,0,15000.0
"Quận 12, Hồ Chí Minh",72.0,5.0,5.0,6.0,0,6400.0
"Quận 10, Hồ Chí Minh",383.0,4.0,6.0,6.0,1,28000.0
"Thanh Xuân, Hà Nội",42.0,4.0,4.0,6.0,0,7300.0
"Thủ Đức, Hồ Chí Minh",71.0,4.0,3.0,4.0,0,7777.0
"Hoàng Mai, Hà Nội",25.0,2.0,2.0,4.0,0,3000.0
"Thủ Đức, Hồ Chí Minh",60.0,4.0,4.0,5.0,1,5700.0
"Long Biên, Hà Nội",43.0,3.0,3.0,6.0,0,6800.0
"Quận 9, Hồ Chí Minh",180.0,5.0,5.0,5.0,0,5200.0
"Gò Vấp, Hồ Chí Minh",83.0,3.0,2.0,3.0,0,6300.0
"Quận 12, Hồ Chí Minh",50.0,4.0,4.0,5.0,0,5490.0
"Hà Đông, Hà Nội",37.0,2.0,4.0,6.0,0,13200.0
"Tây Hồ, Hà Nội",70.0,,,6.0,0,18500.0
"Quận 8, Hồ Chí Minh",93.0,4.0,4.0,5.0,1,7000.0
"Đống Đa, Hà Nội",43.0,5.0,5.0,5.0,1,15950.0
"Hà Đông, Hà Nội",85.0,5.0,4.0,5.0,0,17500.0
"Long Biên, Hà Nội",50.0,2.0,3.0,4.0,0,12680.0
"Nha Trang, Khánh Hòa",51.0,3.0,2.0,4.0,0,4200.0
"Bình Tân, Hồ Chí Minh",20.0,4.0,3.0,4.0,1,2500.0
"Đống Đa, Hà Nội",40.0,4.0,6.0,7.0,0,11300.0
"Bình Thạnh, Hồ Chí Minh",64.0,3.0,3.0,3.0,0,7400.0
"Quận 10, Hồ Chí Minh",42.0,6.0,6.0,6.0,0,10300.0
"Quận 2, Hồ Chí Minh",98.0,4.0,5.0,4.0,1,13000.0
"Thanh Xuân, Hà Nội",66.0,2.0,1.0,5.0,0,2890.0
"Hà Đông, Hà Nội",44.0,3.0,,4.0,1,11500.0
"Quận 7, Hồ Chí Minh",76.0,4.0,3.0,4.0,1,13000.0
"Thanh Xuân, Hà Nội",45.0,2.0,1.0,4.0,0,2300.0
"Quận 7, Hồ Chí Minh",80.0,15.0,16.0,6.0,0,13500.0
"Quận 7, Hồ Chí Minh",60.0,9.0,9.0,6.0,0,14500.0
"Đống Đa, Hà Nội",40.0,,,7.0,0,15000.0
"Phú Nhuận, Hồ Chí Minh",69.0,3.0,3.0,4.0,1,12900.0
"Tân Bình, Hồ Chí Minh",24.0,3.0,2.0,5.0,0,3000.0
"Bình Thạnh, Hồ Chí Minh",309.0,5.0,5.0,4.0,1,50000.0
"Quận 8, Hồ Chí Minh",120.0,6.0,4.0,5.0,1,10800.0
"Hai Bà Trưng, Hà Nội",25.0,2.0,2.0,5.0,0,3000.0
"Đống Đa, Hà Nội",93.0,5.0,,4.0,0,16500.0
"Nha Trang, Khánh Hòa",50.0,3.0,2.0,3.0,1,3100.0
"Tân Phú, Hồ Chí Minh",78.0,2.0,2.0,3.0,1,12800.0
"Tân Phú, Hồ Chí Minh",80.0,2.0,2.0,3.0,1,15300.0
"Thanh Xuân, Hà Nội",39.0,3.0,4.0,5.0,0,17200.0
"Tân Phú, Hồ Chí Minh",78.0,2.0,2.0,3.0,1,12800.0
"Quận 1, Hồ Chí Minh",237.0,8.0,8.0,9.0,0,67000.0
"Bình Tân, Hồ Chí Minh",80.0,4.0,4.0,5.0,1,7380.0
"Quận 12, Hồ Chí Minh",74.0,4.0,5.0,6.0,0,7400.0
"Quận 7, Hồ Chí Minh",48.0,3.0,3.0,4.0,0,4500.0
"Quận 10, Hồ Chí Minh",86.0,10.0,10.0,5.0,0,14500.0
"Đan Phượng, Hà Nội",43.0,5.0,4.0,6.0,0,5500.0
"Đống Đa, Hà Nội",35.0,,,5.0,0,8500.0
"Bình Tân, Hồ Chí Minh",53.0,4.0,3.0,5.0,0,6300.0
"Bắc Từ Liêm, Hà Nội",57.0,4.0,4.0,5.0,0,9500.0
"Hoàng Mai, Hà Nội",50.0,5.0,6.0,6.0,0,8600.0
"Quận 1, Hồ Chí Minh",46.0,5.0,5.0,6.0,0,8650.0
"Quận 1, Hồ Chí Minh",46.0,5.0,5.0,6.0,0,8650.0
"Đống Đa, Hà Nội",50.0,6.0,,5.0,0,8480.0
"Hoàng Mai, Hà Nội",32.0,3.0,4.0,6.0,0,6300.0
"Cẩm Lệ, Đà Nẵng",103.0,3.0,3.0,4.0,0,5050.0
"Thanh Trì, Hà Nội",33.0,3.0,4.0,6.0,0,4200.0
"Long Biên, Hà Nội",35.0,3.0,4.0,6.0,0,4300.0
"Hà Đông, Hà Nội",50.0,4.0,4.0,5.0,1,12300.0
"Gò Vấp, Hồ Chí Minh",48.0,3.0,3.0,3.0,0,4400.0
"Quận 12, Hồ Chí Minh",154.0,3.0,2.0,3.0,0,9500.0
"Bình Thạnh, Hồ Chí Minh",800.0,29.0,29.0,3.0,0,69000.0
"Thanh Trì, Hà Nội",60.0,,,9.0,0,112000.0
"Đống Đa, Hà Nội",50.0,4.0,3.0,5.0,0,8500.0
"Đống Đa, Hà Nội",65.0,,,6.0,0,24000.0
"Đống Đa, Hà Nội",36.0,3.0,4.0,6.0,1,18500.0
"Thanh Xuân, Hà Nội",54.0,6.0,,6.0,0,10200.0
"Nam Từ Liêm, Hà Nội",34.0,4.0,3.0,6.0,1,7300.0
"Quận 8, Hồ Chí Minh",40.0,2.0,1.0,3.0,0,2300.0
"Thanh Xuân, Hà Nội",73.0,19.0,21.0,9.0,0,22000.0
"Cầu Giấy, Hà Nội",40.0,4.0,4.0,6.0,0,22000.0
"Quận 12, Hồ Chí Minh",41.0,2.0,1.0,3.0,0,3350.0
"Hà Đông, Hà Nội",115.0,,,6.0,0,1000.0
"Thanh Xuân, Hà Nội",36.0,,,3.0,0,1500.0
"Hoàng Mai, Hà Nội",35.0,4.0,5.0,6.0,1,8500.0
"Gò Vấp, Hồ Chí Minh",45.0,4.0,3.0,5.0,0,5850.0
"Long Biên, Hà Nội",45.0,,,7.0,0,14000.0
"Quận 12, Hồ Chí Minh",42.0,2.0,2.0,3.0,0,3850.0
"Tân Phú, Hồ Chí Minh",26.0,2.0,1.0,3.0,1,3100.0
"Huế, Thừa Thiên Huế",216.0,4.0,4.0,5.0,1,10600.0
"Tân Phú, Hồ Chí Minh",67.0,3.0,3.0,4.0,0,6300.0
"Hà Đông, Hà Nội",46.0,10.0,10.0,8.0,0,12300.0
"Quận 10, Hồ Chí Minh",76.0,6.0,6.0,7.0,1,27500.0
"Bình Tân, Hồ Chí Minh",68.0,3.0,3.0,3.0,1,4680.0
"Gò Vấp, Hồ Chí Minh",78.0,3.0,2.0,3.0,0,5700.0
"Thủ Đức, Hồ Chí Minh",52.0,4.0,3.0,5.0,0,6400.0
"Gò Vấp, Hồ Chí Minh",27.0,2.0,2.0,4.0,1,5350.0
"Bình Thạnh, Hồ Chí Minh",30.0,4.0,3.0,4.0,0,4000.0
"Tân Phú, Hồ Chí Minh",20.0,2.0,2.0,4.0,1,2850.0
"Quận 5, Hồ Chí Minh",138.0,8.0,8.0,5.0,0,44800.0
"Phú Nhuận, Hồ Chí Minh",36.0,4.0,3.0,5.0,0,5500.0
"Phú Nhuận, Hồ Chí Minh",36.0,4.0,3.0,5.0,0,5500.0
"Thanh Trì, Hà Nội",50.0,8.0,9.0,9.0,1,13000.0
"Đống Đa, Hà Nội",42.0,5.0,,6.0,1,18000.0
"Phú Nhuận, Hồ Chí Minh",36.0,4.0,3.0,5.0,0,5500.0
"Gò Vấp, Hồ Chí Minh",59.0,4.0,5.0,6.0,0,8600.0
"Phú Nhuận, Hồ Chí Minh",36.0,4.0,3.0,5.0,0,5500.0
"Long Biên, Hà Nội",50.0,4.0,5.0,8.0,0,12680.0
"Quận 7, Hồ Chí Minh",54.0,4.0,5.0,5.0,0,6800.0
"Tây Hồ, Hà Nội",47.0,,10.0,6.0,0,6200.0
"Hà Đông, Hà Nội",86.0,3.0,3.0,5.0,0,19900.0
"Bình Tân, Hồ Chí Minh",40.0,4.0,3.0,4.0,0,4550.0
"Phú Nhuận, Hồ Chí Minh",36.0,4.0,3.0,5.0,0,5500.0
"Quận 8, Hồ Chí Minh",40.0,4.0,,5.0,0,5000.0
"Hai Bà Trưng, Hà Nội",36.0,3.0,2.0,3.0,0,2900.0
"Long Biên, Hà Nội",32.0,3.0,3.0,6.0,0,4999.0
"Thanh Xuân, Hà Nội",35.0,3.0,,5.0,0,6380.0
"Cầu Giấy, Hà Nội",62.0,,,3.0,0,6000.0
"Hoàng Mai, Hà Nội",35.0,4.0,3.0,6.0,0,6350.0
"Phú Nhuận, Hồ Chí Minh",31.0,2.0,3.0,4.0,0,5800.0
"Quận 5, Hồ Chí Minh",54.0,2.0,2.0,3.0,0,8000.0
"Phú Nhuận, Hồ Chí Minh",36.0,4.0,3.0,5.0,0,5500.0
"Phú Nhuận, Hồ Chí Minh",36.0,4.0,3.0,5.0,0,5500.0
"Quận 5, Hồ Chí Minh",54.0,2.0,2.0,3.0,0,8000.0
"Long Biên, Hà Nội",52.0,4.0,5.0,7.0,0,9250.0
"Phú Nhuận, Hồ Chí Minh",36.0,4.0,3.0,5.0,0,5500.0
"Phú Nhuận, Hồ Chí Minh",31.0,2.0,3.0,4.0,0,5800.0
"Phú Nhuận, Hồ Chí Minh",36.0,4.0,3.0,5.0,0,5500.0
"Phú Nhuận, Hồ Chí Minh",36.0,4.0,3.0,5.0,0,5500.0
"Phú Nhuận, Hồ Chí Minh",36.0,4.0,3.0,5.0,0,5500.0
"Phú Nhuận, Hồ Chí Minh",36.0,4.0,3.0,5.0,0,5500.0
"Thanh Xuân, Hà Nội",54.0,,,4.0,1,9800.0
"Phú Nhuận, Hồ Chí Minh",36.0,4.0,3.0,5.0,0,5500.0
"Phú Nhuận, Hồ Chí Minh",36.0,4.0,3.0,5.0,0,5500.0
"Phú Nhuận, Hồ Chí Minh",36.0,4.0,3.0,5.0,0,5500.0
"Hoàng Mai, Hà Nội",60.0,,,7.0,0,10800.0
"Quốc Oai, Hà Nội",88.0,4.0,4.0,6.0,0,4850.0
"Bình Thạnh, Hồ Chí Minh",50.0,6.0,5.0,4.0,0,6900.0
"Ba Đình, Hà Nội",160.0,4.0,11.0,10.0,1,80000.0
"Thanh Xuân, Hà Nội",41.0,4.0,4.0,6.0,0,9500.0
"Bình Tân, Hồ Chí Minh",75.0,2.0,2.0,3.0,0,5300.0
"Ngũ Hành Sơn, Đà Nẵng",40.0,4.0,4.0,5.0,0,6150.0
"Quận 10, Hồ Chí Minh",65.0,6.0,6.0,7.0,0,19800.0
"Hoàng Mai, Hà Nội",33.0,3.0,4.0,6.0,0,6000.0
"Tây Hồ, Hà Nội",38.0,4.0,4.0,5.0,0,14500.0
"Quận 9, Hồ Chí Minh",100.0,3.0,4.0,4.0,0,7500.0
"Hoàng Mai, Hà Nội",36.0,8.0,8.0,6.0,0,7600.0
"Gò Vấp, Hồ Chí Minh",45.0,4.0,3.0,5.0,0,5850.0
"Gò Vấp, Hồ Chí Minh",60.0,3.0,4.0,4.0,0,5500.0
"Thủ Đức, Hồ Chí Minh",90.0,15.0,16.0,7.0,1,15000.0
"Cầu Giấy, Hà Nội",90.0,4.0,5.0,5.0,1,14500.0
"Quận 12, Hồ Chí Minh",51.0,4.0,3.0,5.0,0,6300.0
"Quận 10, Hồ Chí Minh",29.0,4.0,3.0,4.0,1,7900.0
"Hà Đông, Hà Nội",39.0,2.0,3.0,3.0,0,4450.0
"Thanh Xuân, Hà Nội",35.0,4.0,4.0,6.0,0,6650.0
"Bình Tân, Hồ Chí Minh",36.0,3.0,3.0,4.0,0,4500.0
"Phú Nhuận, Hồ Chí Minh",180.0,7.0,7.0,3.0,0,8900.0
"Bình Tân, Hồ Chí Minh",48.0,2.0,2.0,3.0,0,3900.0
"Tân Bình, Hồ Chí Minh",40.0,2.0,2.0,3.0,0,3650.0
"Gò Vấp, Hồ Chí Minh",120.0,5.0,5.0,6.0,0,15500.0
"Hoàng Mai, Hà Nội",40.0,3.0,3.0,7.0,0,7000.0
"Tân Phú, Hồ Chí Minh",18.0,3.0,3.0,5.0,1,4000.0
"Thanh Trì, Hà Nội",45.0,4.0,5.0,7.0,0,8200.0
"Thanh Trì, Hà Nội",34.0,4.0,3.0,6.0,0,6800.0
"Gò Vấp, Hồ Chí Minh",75.0,3.0,3.0,3.0,0,5490.0
"Bình Tân, Hồ Chí Minh",100.0,4.0,3.0,4.0,1,6980.0
"Quận 1, Hồ Chí Minh",468.0,3.0,4.0,5.0,0,8200.0
"Ba Đình, Hà Nội",79.0,6.0,6.0,4.0,0,16600.0
"Đống Đa, Hà Nội",40.0,10.0,,8.0,0,9500.0
"Ba Đình, Hà Nội",79.0,6.0,6.0,4.0,0,16600.0
"Tây Hồ, Hà Nội",45.0,6.0,5.0,6.0,1,10800.0
"Đống Đa, Hà Nội",90.0,6.0,,6.0,1,31000.0
"Long Biên, Hà Nội",41.0,3.0,3.0,4.0,0,8200.0
"Quận 1, Hồ Chí Minh",28.0,3.0,3.0,3.0,0,5800.0
"Quận 7, Hồ Chí Minh",80.0,4.0,4.0,4.0,0,10200.0
"Hà Đông, Hà Nội",36.0,,,8.0,0,12200.0
"Tân Phú, Hồ Chí Minh",56.0,5.0,5.0,5.0,0,10100.0
"Ba Đình, Hà Nội",100.0,4.0,6.0,5.0,1,68000.0
"Tân Phú, Hồ Chí Minh",20.0,2.0,2.0,3.0,0,3200.0
"Quận 1, Hồ Chí Minh",50.0,4.0,5.0,4.0,0,9600.0
"Bình Tân, Hồ Chí Minh",72.0,4.0,5.0,5.0,1,7500.0
"Quận 10, Hồ Chí Minh",42.0,2.0,2.0,4.0,0,8800.0
"Gò Vấp, Hồ Chí Minh",40.0,2.0,2.0,3.0,0,3990.0
"Quận 10, Hồ Chí Minh",15.0,3.0,3.0,5.0,0,2950.0
"Quận 9, Hồ Chí Minh",100.0,4.0,4.0,4.0,1,8600.0
"Quận 10, Hồ Chí Minh",15.0,3.0,3.0,5.0,0,2950.0
"Quận 7, Hồ Chí Minh",99.0,4.0,3.0,4.0,0,11500.0
"Gò Vấp, Hồ Chí Minh",27.0,3.0,3.0,4.0,1,5350.0
"Hoàng Mai, Hà Nội",35.0,3.0,4.0,6.0,0,5700.0
"Tây Hồ, Hà Nội",52.0,6.0,7.0,8.0,1,14350.0
"Gò Vấp, Hồ Chí Minh",59.0,2.0,2.0,3.0,0,5600.0
"Ba Đình, Hà Nội",40.0,4.0,5.0,7.0,0,9500.0
"Phú Nhuận, Hồ Chí Minh",60.0,4.0,4.0,4.0,0,6650.0
"Long Biên, Hà Nội",50.0,6.0,5.0,8.0,0,15000.0
"Quận 12, Hồ Chí Minh",100.0,7.0,6.0,5.0,1,12500.0
"Tân Bình, Hồ Chí Minh",35.0,2.0,2.0,3.0,1,4100.0
"Sơn Trà, Đà Nẵng",95.0,4.0,4.0,4.0,0,9790.0
"Cầu Giấy, Hà Nội",80.0,16.0,16.0,8.0,1,23800.0
"Hà Đông, Hà Nội",46.0,10.0,10.0,8.0,0,12300.0
"Nha Trang, Khánh Hòa",44.0,3.0,2.0,2.0,0,4500.0
"Đống Đa, Hà Nội",7.0,4.0,,5.0,0,7790.0
"Hoàng Mai, Hà Nội",40.0,4.0,4.0,6.0,0,6900.0
"Đống Đa, Hà Nội",7.0,4.0,,5.0,0,7790.0
"Phú Nhuận, Hồ Chí Minh",57.0,3.0,2.0,4.0,1,6700.0
"Phú Nhuận, Hồ Chí Minh",63.0,3.0,2.0,3.0,0,8500.0
"Tây Hồ, Hà Nội",45.0,6.0,5.0,6.0,1,10800.0
"Thanh Xuân, Hà Nội",45.0,,,6.0,0,9800.0
"Bình Tân, Hồ Chí Minh",100.0,6.0,7.0,4.0,0,7800.0
"Nam Từ Liêm, Hà Nội",34.0,4.0,4.0,6.0,0,6400.0
"Hoàng Mai, Hà Nội",55.0,4.0,4.0,6.0,1,18500.0
"Long Biên, Hà Nội",83.0,4.0,5.0,6.0,0,13800.0
"Quận 10, Hồ Chí Minh",29.0,3.0,3.0,4.0,1,7850.0
"Thủ Đức, Hồ Chí Minh",90.0,3.0,4.0,4.0,0,4850.0
"Cầu Giấy, Hà Nội",295.0,15.0,12.0,8.0,1,135000.0
"Thanh Xuân, Hà Nội",70.0,17.0,17.0,10.0,0,25000.0
"Hoàng Mai, Hà Nội",48.0,4.0,5.0,6.0,0,15500.0
"Biên Hòa, Đồng Nai",102.0,4.0,2.0,2.0,1,3300.0
"Tây Hồ, Hà Nội",52.0,6.0,7.0,8.0,1,14350.0
"Bình Tân, Hồ Chí Minh",68.0,6.0,5.0,6.0,1,6800.0
"Long Biên, Hà Nội",32.0,3.0,4.0,6.0,0,5800.0
"Gò Vấp, Hồ Chí Minh",76.0,5.0,4.0,6.0,0,9700.0
"Bình Thạnh, Hồ Chí Minh",60.0,3.0,3.0,3.0,0,5300.0
"Đống Đa, Hà Nội",24.0,,,5.0,0,5500.0
"Thanh Trì, Hà Nội",51.0,6.0,4.0,7.0,0,8500.0
"Cầu Giấy, Hà Nội",300.0,35.0,40.0,8.0,0,145000.0
"Hai Bà Trưng, Hà Nội",25.0,4.0,5.0,6.0,0,4360.0
"Ngũ Hành Sơn, Đà Nẵng",60.0,4.0,4.0,6.0,0,10800.0
"Đống Đa, Hà Nội",100.0,6.0,,5.0,1,35000.0
"Thủ Đức, Hồ Chí Minh",170.0,4.0,4.0,3.0,0,6350.0
"Sơn Trà, Đà Nẵng",75.0,7.0,7.0,8.0,0,15500.0
"Quận 12, Hồ Chí Minh",220.0,4.0,4.0,4.0,1,18000.0
"Hai Bà Trưng, Hà Nội",25.0,4.0,5.0,6.0,0,4360.0
"Hoàng Mai, Hà Nội",46.0,4.0,4.0,6.0,0,7000.0
"Thanh Xuân, Hà Nội",80.0,6.0,6.0,7.0,0,30000.0
"Quận 7, Hồ Chí Minh",40.0,6.0,,5.0,0,5000.0
"Đống Đa, Hà Nội",35.0,5.0,,6.0,0,6680.0
"Bắc Từ Liêm, Hà Nội",30.0,,,7.0,1,7500.0
"Ba Đình, Hà Nội",40.0,2.0,3.0,5.0,0,10000.0
"Long Biên, Hà Nội",54.0,4.0,,7.0,0,7000.0
"Gò Vấp, Hồ Chí Minh",36.0,3.0,2.0,3.0,0,4500.0
"Gò Vấp, Hồ Chí Minh",50.0,4.0,3.0,5.0,0,5950.0
"Hoàng Mai, Hà Nội",34.0,4.0,4.0,6.0,0,6950.0
"Thủ Đức, Hồ Chí Minh",90.0,3.0,4.0,4.0,0,4850.0
"Thanh Trì, Hà Nội",52.0,14.0,14.0,9.0,0,10000.0
"Cầu Giấy, Hà Nội",62.0,1.0,1.0,9.0,0,10200.0
"Hoàng Mai, Hà Nội",48.0,,,6.0,0,15500.0
"Hoàng Mai, Hà Nội",65.0,,,6.0,0,15500.0
"Gò Vấp, Hồ Chí Minh",68.0,4.0,5.0,6.0,0,8990.0
"Đống Đa, Hà Nội",48.0,4.0,6.0,6.0,1,31500.0
"Đống Đa, Hà Nội",100.0,6.0,,8.0,1,33000.0
"Tây Hồ, Hà Nội",30.0,3.0,4.0,6.0,1,5500.0
"Long Biên, Hà Nội",76.0,4.0,5.0,7.0,0,19000.0
"Hai Bà Trưng, Hà Nội",40.0,4.0,3.0,6.0,0,8000.0
"Quận 10, Hồ Chí Minh",66.0,6.0,7.0,5.0,0,15000.0
"Quận 10, Hồ Chí Minh",14.0,2.0,2.0,4.0,0,3200.0
"Tân Phú, Hồ Chí Minh",56.0,5.0,5.0,5.0,0,10100.0
"Tân Bình, Hồ Chí Minh",72.0,4.0,4.0,5.0,1,22600.0
"Gò Vấp, Hồ Chí Minh",77.0,3.0,2.0,3.0,0,5900.0
"Đống Đa, Hà Nội",25.0,4.0,3.0,6.0,0,7500.0
"Long Biên, Hà Nội",50.0,4.0,5.0,6.0,1,8000.0
"Hoàng Mai, Hà Nội",64.0,10.0,11.0,7.0,0,16380.0
"Quận 5, Hồ Chí Minh",224.0,2.0,3.0,3.0,1,35000.0
"Đống Đa, Hà Nội",60.0,3.0,2.0,5.0,1,9000.0
"Quận 5, Hồ Chí Minh",29.0,3.0,3.0,4.0,0,5980.0
"Bắc Từ Liêm, Hà Nội",38.0,9.0,9.0,6.0,0,8600.0
"Hà Đông, Hà Nội",60.0,,,5.0,0,21000.0
"Phú Nhuận, Hồ Chí Minh",67.0,4.0,4.0,5.0,0,7450.0
"Bình Tân, Hồ Chí Minh",68.0,4.0,5.0,5.0,1,6700.0
"Tây Hồ, Hà Nội",30.0,3.0,4.0,6.0,1,5500.0
"Bình Tân, Hồ Chí Minh",50.0,4.0,5.0,5.0,1,5900.0
"Nam Từ Liêm, Hà Nội",40.0,10.0,6.0,6.0,0,9500.0
"Bình Tân, Hồ Chí Minh",62.0,5.0,5.0,6.0,1,6400.0
"Nam Từ Liêm, Hà Nội",32.0,3.0,4.0,6.0,0,5450.0
"Bình Tân, Hồ Chí Minh",62.0,5.0,5.0,6.0,1,6400.0
"Bình Tân, Hồ Chí Minh",62.0,4.0,3.0,5.0,0,5500.0
"Hai Bà Trưng, Hà Nội",126.0,,,6.0,1,48000.0
"Tân Phú, Hồ Chí Minh",66.0,5.0,5.0,5.0,1,12000.0
"Nhà Bè, Hồ Chí Minh",111.0,5.0,8.0,5.0,1,13300.0
"Bắc Từ Liêm, Hà Nội",80.0,12.0,12.0,9.0,0,79000.0
"Bình Tân, Hồ Chí Minh",48.0,3.0,2.0,4.0,1,3680.0
"Quận 7, Hồ Chí Minh",65.0,4.0,3.0,5.0,1,10300.0
"Phú Nhuận, Hồ Chí Minh",67.0,4.0,4.0,5.0,0,7450.0
"Tân Bình, Hồ Chí Minh",83.0,6.0,7.0,5.0,1,9000.0
"Đống Đa, Hà Nội",44.0,,,6.0,0,18600.0
"Nam Từ Liêm, Hà Nội",61.0,4.0,3.0,5.0,0,16000.0
"Quận 9, Hồ Chí Minh",110.0,5.0,5.0,6.0,1,14900.0
"Cầu Giấy, Hà Nội",35.0,5.0,5.0,7.0,0,8300.0
"Phú Nhuận, Hồ Chí Minh",41.0,2.0,2.0,3.0,1,4350.0
"Quận 10, Hồ Chí Minh",88.0,6.0,6.0,6.0,1,28400.0
"Gò Vấp, Hồ Chí Minh",52.0,4.0,5.0,5.0,0,5750.0
"Gò Vấp, Hồ Chí Minh",56.0,3.0,3.0,4.0,0,5600.0
"Hai Bà Trưng, Hà Nội",33.0,4.0,4.0,7.0,0,9700.0
"Bình Thạnh, Hồ Chí Minh",87.0,5.0,4.0,3.0,0,8700.0
"Quận 9, Hồ Chí Minh",52.0,3.0,3.0,4.0,0,3800.0
"Gò Vấp, Hồ Chí Minh",48.0,2.0,2.0,3.0,0,4680.0
"Thanh Xuân, Hà Nội",38.0,6.0,5.0,6.0,0,6900.0
"Thanh Xuân, Hà Nội",30.0,,,6.0,0,5300.0
"Quận 12, Hồ Chí Minh",158.0,7.0,7.0,4.0,0,9600.0
"Đống Đa, Hà Nội",30.0,4.0,3.0,6.0,0,6400.0
"Hoàng Mai, Hà Nội",57.0,4.0,3.0,5.0,0,8300.0
"Quận 7, Hồ Chí Minh",70.0,4.0,5.0,5.0,0,15000.0
"Hoàng Mai, Hà Nội",49.0,2.0,4.0,6.0,0,12500.0
"Gò Vấp, Hồ Chí Minh",67.0,4.0,4.0,5.0,0,6950.0
"Tân Phú, Hồ Chí Minh",72.0,4.0,6.0,6.0,0,9500.0
"Cầu Giấy, Hà Nội",35.0,4.0,4.0,6.0,0,8700.0
"Phú Nhuận, Hồ Chí Minh",31.0,2.0,3.0,4.0,0,5800.0
"Tân Phú, Hồ Chí Minh",40.0,2.0,2.0,3.0,0,4200.0
"Phú Nhuận, Hồ Chí Minh",31.0,2.0,3.0,4.0,0,5800.0
"Hai Bà Trưng, Hà Nội",30.0,,,6.0,0,5600.0
"Phú Nhuận, Hồ Chí Minh",31.0,2.0,3.0,4.0,0,5800.0
"Phú Nhuận, Hồ Chí Minh",67.0,4.0,4.0,5.0,0,7450.0
"Long Biên, Hà Nội",43.0,5.0,,9.0,0,11800.0
"Tân Bình, Hồ Chí Minh",26.0,2.0,2.0,3.0,0,3650.0
"Quận 12, Hồ Chí Minh",262.0,3.0,3.0,4.0,0,25000.0
"Nam Từ Liêm, Hà Nội",59.0,4.0,4.0,5.0,0,11990.0
"Ba Đình, Hà Nội",70.0,,,5.0,0,14000.0
"Bình Thạnh, Hồ Chí Minh",60.0,5.0,6.0,5.0,1,7500.0
"Quận 7, Hồ Chí Minh",68.0,4.0,5.0,6.0,1,11990.0
"Đống Đa, Hà Nội",52.0,6.0,4.0,6.0,0,10600.0
"Ngũ Hành Sơn, Đà Nẵng",100.0,2.0,2.0,6.0,0,3650.0
"Bình Tân, Hồ Chí Minh",48.0,2.0,2.0,3.0,0,4950.0
"Hoài Đức, Hà Nội",30.0,3.0,3.0,6.0,0,4950.0
"Bình Thạnh, Hồ Chí Minh",44.0,4.0,4.0,6.0,0,8700.0
"Gò Vấp, Hồ Chí Minh",78.0,3.0,4.0,4.0,0,6750.0
"Hoàng Mai, Hà Nội",45.0,5.0,5.0,5.0,0,6900.0
"Thanh Xuân, Hà Nội",40.0,3.0,5.0,7.0,0,13500.0
"Đống Đa, Hà Nội",210.0,8.0,6.0,11.0,0,88000.0
"Ba Đình, Hà Nội",103.0,10.0,6.0,7.0,0,43000.0
"Tân Phú, Hồ Chí Minh",56.0,6.0,6.0,5.0,0,7300.0
"Bình Tân, Hồ Chí Minh",78.0,10.0,8.0,7.0,1,7800.0
"Thủ Đức, Hồ Chí Minh",65.0,2.0,2.0,4.0,0,4950.0
"Tân Bình, Hồ Chí Minh",100.0,3.0,2.0,4.0,0,7800.0
"Đống Đa, Hà Nội",65.0,21.0,,9.0,0,20000.0
"Gò Vấp, Hồ Chí Minh",60.0,3.0,4.0,3.0,0,4190.0
"Đống Đa, Hà Nội",60.0,18.0,,8.0,0,17800.0
"Phú Nhuận, Hồ Chí Minh",31.0,2.0,3.0,4.0,0,5800.0
"Thanh Xuân, Hà Nội",38.0,3.0,4.0,7.0,0,13500.0
"Ba Đình, Hà Nội",35.0,4.0,5.0,6.0,0,5750.0
"Thanh Xuân, Hà Nội",40.0,,,7.0,0,9500.0
"Ba Đình, Hà Nội",80.0,6.0,7.0,6.0,1,52000.0
"Phú Nhuận, Hồ Chí Minh",31.0,2.0,3.0,4.0,0,5800.0
"Quận 6, Hồ Chí Minh",66.0,5.0,3.0,5.0,0,5800.0
"Thanh Xuân, Hà Nội",70.0,3.0,2.0,2.0,0,3350.0
"Đống Đa, Hà Nội",108.0,6.0,,6.0,1,58000.0
"Đống Đa, Hà Nội",55.0,5.0,,6.0,1,29000.0
"Gò Vấp, Hồ Chí Minh",49.0,3.0,2.0,3.0,0,4600.0
"Hoàng Mai, Hà Nội",73.0,4.0,4.0,5.0,1,18000.0
"Ba Đình, Hà Nội",34.0,4.0,5.0,7.0,0,7600.0
"Quận 7, Hồ Chí Minh",120.0,20.0,20.0,6.0,0,22600.0
